TX,TY,TZ,FX_0,FY_0,FZ,flow_speed,vegetation_layout
0.0204794250,1.1166329880,-0.1469863845,2.5625068206,-0.4063324968,-0.4099473857,0.4000000000,1100000000000010000100000000000111001
-0.3779296656,0.1799029233,-0.0093962992,1.2485642521,0.1567904052,-0.0805017305,0.2000000000,0001000010000001000000000100010011100
-0.7969936223,0.3881044162,-0.0482519169,2.6695495453,0.0097082678,0.2105335382,0.3000000000,0001000010000001000000000100010011100
-1.3259904780,0.6985691298,-0.1026746435,4.3530454444,0.1305772671,-0.2867917853,0.4000000000,0001000010000001000000000100010011100
-0.0702746261,-0.0428626706,-0.0183760531,0.2515934556,-0.2968466868,0.0339664365,0.1000000000,1000000000000001100001101001000000100
-0.3258322056,-0.1505285269,-0.0121278165,0.9313285036,-0.4233114541,0.2373359177,0.2000000000,1000000000000001100001101001000000100
-0.6650640717,-0.3129711138,-0.0649487764,2.2178346598,-0.3786638220,0.4259856497,0.3000000000,1000000000000001100001101001000000100
-1.1702443323,-0.5178196683,-0.0790892460,3.7803711761,-0.7262533941,0.8526261088,0.4000000000,1000000000000001100001101001000000100
0.0134016882,-0.0755916817,0.0985327881,0.2103608360,-0.3498187500,0.6709059052,0.1000000000,1000000100000001000010100000010000101
0.0634090384,-0.4912239757,0.0491372936,1.3997233173,0.0122640117,0.2241515841,0.2000000000,1000000100000001000010100000010000101
0.0973930401,-0.9611570095,0.1058446185,2.6798088981,-0.0151008651,0.2730957700,0.3000000000,1000000100000001000010100000010000101
0.1480070887,-1.5880865902,0.2192692495,4.2498575905,-0.1013587013,0.6822347342,0.4000000000,1000000100000001000010100000010000101
0.0538567548,-0.0680585710,-0.0170304364,0.3804315966,-0.2440781996,-0.3598523358,0.1000000000,1001100000000000100010100000000101000
0.3449772187,-0.1896001089,-0.0219896432,1.1491806934,0.0618842044,0.0399379880,0.2000000000,1001100000000000100010100000000101000
0.6695471954,-0.5258971780,-0.0630457595,2.4356220937,-0.3449634502,0.0789470939,0.3000000000,1001100000000000100010100000000101000
1.0272410117,-0.9965212283,-0.1222630412,3.8239742618,-0.9194716236,0.9734628674,0.4000000000,1001100000000000100010100000000101000
0.0914065477,0.0310693681,-0.0317172481,0.3867209596,-0.1078080403,0.0022259325,0.1000000000,0011110000000001000001000000010100000
0.3595050998,0.2157518826,-0.0246337395,1.2621075919,-0.1242843518,-0.6551543424,0.2000000000,0011110000000001000001000000010100000
0.7272312855,0.4495257716,-0.0590000577,2.6424168717,-0.2520769417,-0.3745880657,0.3000000000,0011110000000001000001000000010100000
1.1880734757,0.7448839856,-0.0840868557,4.2700710827,-0.3761077899,-0.3231164296,0.4000000000,0011110000000001000001000000010100000
-0.0020789493,0.1126420648,-0.0311461598,0.2540032340,-0.0973614996,0.1925372445,0.1000000000,1010000100000010100001000000010000001
-0.0672228243,0.3983932530,-0.0371393923,1.0522540378,-0.0059912192,0.2469654403,0.2000000000,1010000100000010100001000000010000001
-0.0897990579,0.7539463236,-0.0803389125,1.9561409005,0.2522572926,-0.0164856521,0.3000000000,1010000100000010100001000000010000001
0.0124140788,1.2981857297,-0.1695609011,3.3667518307,-0.5224588396,0.9170122141,0.4000000000,1010000100000010100001000000010000001
-0.1009832799,0.0593076663,-0.0207131433,0.3505846380,-0.0936208995,-0.7060596169,0.1000000000,0001010000000010100010000000000011001
-0.5321582495,0.3038794889,0.0153333047,1.8509114156,-0.0095262788,0.4871213706,0.2000000000,0001010000000010100010000000000011001
-1.0833454608,0.5412427943,0.0268906057,3.5338121573,0.0385841867,0.7498572508,0.3000000000,0001010000000010100010000000000011001
-1.8230529986,0.9859345971,0.0386418941,5.8540983091,0.1138494956,0.1757594362,0.4000000000,0001010000000010100010000000000011001
-0.0462845202,-0.0683865203,-0.0111946328,0.2575950174,-0.0316457855,-0.6997458861,0.1000000000,0000010100000001000001000000000111100
-0.2295037253,-0.1655585644,0.0264881798,0.5354306567,-0.0551523347,0.7924948249,0.2000000000,0000010100000001000001000000000111100
-0.4592600676,-0.2885671075,0.0319982170,1.6742637850,-0.3793594467,0.1793723843,0.3000000000,0000010100000001000001000000000111100
-0.8233602216,-0.4719945351,0.0137244092,2.8499583016,-0.5222082374,0.2856162215,0.4000000000,0000010100000001000001000000000111100
0.0421506898,-0.0749552100,0.0993235474,0.0878600672,-0.3758457594,0.4401987208,0.1000000000,1000000000100010000001110010100010001
0.0508491053,-0.3810637283,-0.0341055657,1.0588752753,-0.0165391761,0.4795943768,0.2000000000,1000000000100010000001110010100010001
0.0771446958,-0.7872605116,-0.0673888298,2.1638163803,-0.0701479810,0.2400144974,0.3000000000,1000000000100010000001110010100010001
0.0696849513,-1.3489074328,-0.0668974719,3.6874413358,-0.2757292642,1.0439069624,0.4000000000,1000000000100010000001110010100010001
0.1012519783,-0.0534075593,-0.0283162051,0.4402734528,-0.1361211215,0.1205152793,0.1000000000,0001101001100000000000000000001011101
0.3922156155,-0.1705531778,-0.0216090925,1.2274547731,0.1484908441,1.3236124230,0.2000000000,0001101001100000000000000000001011101
0.7883513189,-0.4199893404,-0.0502051650,2.6072747072,0.1371873619,-0.0601496782,0.3000000000,0001101001100000000000000000001011101
1.3020259150,-0.7759544462,-0.0993794911,4.1885878285,0.0550471915,0.1577523497,0.4000000000,0001101001100000000000000000001011101
0.1091802411,0.0569381582,-0.0328686583,0.4327856465,-0.2416013174,-0.3519016876,0.1000000000,0110001000000101000001110000000001100
0.4009870032,0.2750399324,-0.0378772851,1.4980798229,-0.0381344191,-0.0074141395,0.2000000000,0110001000000101000001110000000001100
0.8565103840,0.5814570700,-0.1110509062,3.1905287282,-0.3053848983,0.0418773090,0.3000000000,0110001000000101000001110000000001100
1.4292998571,0.8705857715,-0.1831178759,5.0455952645,-0.6831078832,0.0975175818,0.4000000000,0110001000000101000001110000000001100
0.0025357088,0.1020833985,-0.0172449042,0.3020949133,-0.3339658120,0.2597627613,0.1000000000,1000100010100111000000100010000000001
-0.0144330455,0.3470793595,0.0237638488,1.4653349355,-0.0181230577,-0.1784033988,0.2000000000,1000100010100111000000100010000000001
-0.0133537773,0.7067461624,0.0228749023,2.2300821049,-0.2093604695,0.1762735756,0.3000000000,1000100010100111000000100010000000001
0.0136855134,1.1483022142,-0.0096440323,2.8921468661,-0.5169336989,-0.4369959226,0.4000000000,1000100010100111000000100010000000001
-0.1389432215,0.0941594143,-0.0003026523,0.5536770923,-0.2173126452,0.7911550557,0.1000000000,1011101000000000000000000011001011000
-0.5539642740,0.2705783214,0.0372762120,1.9654786026,-0.1226474238,-0.5350213911,0.2000000000,1011101000000000000000000011001011000
-1.1500162246,0.5383895884,0.0821681168,3.9059587658,0.0294498861,0.3555628878,0.3000000000,1011101000000000000000000011001011000
-1.9224872818,0.8855489115,0.1039566301,6.0816666675,0.6444998808,-0.0654270169,0.4000000000,1011101000000000000000000011001011000
-0.1129426946,-0.0959945482,-0.0062818892,0.4215436722,-0.1230489181,-1.3666392108,0.1000000000,0011000000000111000001010000001000110
-0.3429459925,-0.2184701029,0.0301571325,1.1567278848,-0.1267008971,0.4668442347,0.2000000000,0011000000000111000001010000001000110
-0.7182433355,-0.4521207649,0.0575746816,2.5952938544,0.0316550007,0.7111831050,0.3000000000,0011000000000111000001010000001000110
-1.1542277820,-0.7558105250,-0.0068367179,4.1266803375,-0.2111583039,0.7854619616,0.4000000000,0011000000000111000001010000001000110
0.0534792894,-0.1096015590,0.0992313447,0.3525724794,-0.2959682191,1.4112353996,0.1000000000,1000000000000001100001000100110011001
0.0666080298,-0.5134190835,0.0075272100,1.2088429015,-0.0304488690,0.4498572775,0.2000000000,1000000000000001100001000100110011001
0.0815190094,-1.0322266531,0.0303694663,2.9122981400,-0.0728616772,0.6741418565,0.3000000000,1000000000000001100001000100110011001
0.1239775511,-1.9944919532,0.0524733316,5.2158128357,-0.3878515193,1.2153778138,0.4000000000,1000000000000001100001000100110011001
0.0754728495,-0.0682327814,-0.0236583195,0.4743588895,-0.2783354793,-0.5940899573,0.1000000000,1001010001000001100000001000000001101
0.3249238188,-0.1676383604,-0.0257184022,1.3348288832,-0.0916118101,0.1579700561,0.2000000000,1001010001000001100000001000000001101
0.6752292088,-0.4510786611,-0.0456923848,2.2212949128,-0.0782440851,0.2391945768,0.3000000000,1001010001000001100000001000000001101
1.0365599539,-0.9311290592,-0.1205362371,3.7457892608,-0.7095759485,0.3324839591,0.4000000000,1001010001000001100000001000000001101
0.1233806675,0.0539842730,-0.0555057600,0.3937178422,-0.1743619032,-0.1899774715,0.1000000000,1101010100000001010001100000000001000
0.4067243840,0.2726740739,-0.0987339863,1.5415372445,-0.1326265621,-0.2891941393,0.2000000000,1101010100000001010001100000000001000
0.8480196828,0.5769127036,-0.1965763993,3.2318569158,-0.0326008121,-0.9793694147,0.3000000000,1101010100000001010001100000000001000
1.4533182325,1.0029050613,-0.3508154970,5.2506745247,-0.4605263373,-0.3534589446,0.4000000000,1101010100000001010001100000000001000
0.0098189975,0.1042728191,-0.0293373640,0.0735553708,-0.2963923311,-0.4465178034,0.1000000000,1001100110010001000011000000000000001
-0.0022270443,0.4587423202,-0.0335126058,1.3361252152,-0.1031505001,0.2360097745,0.2000000000,1001100110010001000011000000000000001
0.0494411681,0.9533636876,-0.1131021596,2.4800026611,-0.4298998157,0.1531137696,0.3000000000,1001100110010001000011000000000000001
0.0377486889,1.6635255118,-0.1891152843,4.1914790610,-0.7551278209,-0.0343485812,0.4000000000,1001100110010001000011000000000000001
-0.1310748092,0.0954031423,0.0051872427,0.7721612486,-0.5117822793,0.5280021922,0.1000000000,1011000000001000000011000001000101001
-0.5002634680,0.2726042906,0.0244224001,1.4756731729,0.1948721781,0.0601250633,0.2000000000,1011000000001000000011000001000101001
-1.0182236583,0.5773827670,0.0704824815,3.5596968133,-0.0352956930,-0.2013541824,0.3000000000,1011000000001000000011000001000101001
-1.7771478887,0.9852375095,0.0832689468,5.8122528609,-0.0433656834,0.0914714268,0.4000000000,1011000000001000000011000001000101001
-0.0734647975,-0.0608931129,0.0002000784,0.3128800582,-0.0292488159,0.3381497379,0.1000000000,0001000000000011000101000000010101011
-0.3144612461,-0.2082218395,0.0806549433,1.1330779622,-0.1355009379,0.0143855755,0.2000000000,0001000000000011000101000000010101011
-0.6087591468,-0.3888520809,0.1415134494,2.3434280423,-0.1009602492,0.3604030976,0.3000000000,0001000000000011000101000000010101011
-1.0890683067,-0.6262970746,0.1895683767,3.6582272060,-0.6534206540,0.3603102279,0.4000000000,0001000000000011000101000000010101011
0.0346699273,-0.0113912217,0.1020228099,0.1666189133,-0.2876650814,-0.7015880104,0.1000000000,1000011001100000001000110000010001101
0.0465565582,-0.4417865366,0.0664955670,1.2640883801,0.0125600882,0.4849499900,0.2000000000,1000011001100000001000110000010001101
0.0971646175,-0.8426893226,0.1467355931,2.2377183372,0.0427400860,0.4657259671,0.3000000000,1000011001100000001000110000010001101
0.0896101050,-1.3325500206,0.2443812041,3.4314827353,-0.1034036360,1.1442883679,0.4000000000,1000011001100000001000110000010001101
0.0954093276,-0.0642820897,-0.0082579817,0.1799075962,-0.0654666553,-0.1228846403,0.1000000000,0101101100100101101000100000000001000
0.5854752490,-0.1824065047,-0.0200303024,2.1459783937,-0.0497109342,-0.0037785254,0.2000000000,0101101100100101101000100000000001000
1.0148062795,-0.4111836232,0.0009217950,3.1293347516,0.4995230163,0.7592691767,0.3000000000,0101101100100101101000100000000001000
1.5123781625,-0.9540191990,0.0063151205,5.2485205479,0.0384515157,0.6661557819,0.4000000000,0101101100100101101000100000000001000
0.1189387279,0.0466626645,-0.0452622896,0.3955644620,-0.3214109299,-0.7300865862,0.1000000000,1010111010000101001011000010000000000
0.3703110604,0.2361102471,-0.0982419607,1.4269142326,-0.2224005838,-0.1954014898,0.2000000000,1010111010000101001011000010000000000
0.8011233964,0.4984770962,-0.2047758670,2.8552694553,-0.3566494155,-0.9104836692,0.3000000000,1010111010000101001011000010000000000
1.4257167177,0.9001239774,-0.3563255029,5.2492664268,-0.7038755262,-0.3227066078,0.4000000000,1010111010000101001011000010000000000
0.0133063727,0.0895308129,-0.0362275122,0.0921421457,-0.2154335118,-0.5569994736,0.1000000000,1011000100000110001000000011001100001
-0.0390749991,0.3816814121,-0.0580770759,1.3009522360,0.0658586604,1.0834217743,0.2000000000,1011000100000110001000000011001100001
-0.0432388907,0.7294263296,-0.1340785009,1.5215918192,-0.1826721469,-0.6592461669,0.3000000000,1011000100000110001000000011001100001
-0.0180488838,1.2244785913,-0.2521203636,3.0263790770,-0.4502103449,-0.6794125008,0.4000000000,1011000100000110001000000011001100001
-0.1401380091,0.0771138239,-0.0217521137,0.4149405529,-0.1518706136,-1.0708316088,0.1000000000,0001000000000010001011010010011011010
-0.6010172794,0.2581989255,-0.0120122253,1.8876962933,0.1572723951,0.1560726595,0.2000000000,0001000000000010001011010010011011010
-2.1218761595,1.0403703316,-0.0282512293,6.4900506088,0.4457784184,0.7274308458,0.4000000000,0001000000000010001011010010011011010
-0.0817460735,-0.0602304704,0.0023519554,0.4000741745,-0.1412115570,-0.2408386037,0.1000000000,0000000000100001101001010000101110101
-0.3545594686,-0.1875252871,0.0599292733,1.3721742974,0.1755499522,-0.5017830080,0.2000000000,0000000000100001101001010000101110101
-0.7580531292,-0.3769892216,0.1189152476,2.5223822154,-0.5433903700,-0.1529828241,0.3000000000,0000000000100001101001010000101110101
-1.3880851945,-0.6977232469,0.2394802415,4.5796345611,-0.7607234319,0.9349149158,0.4000000000,0000000000100001101001010000101110101
0.0213681154,-0.0981544728,0.1019464293,0.1037270976,-0.4257961745,0.6740974311,0.1000000000,1100010111110000000001000000000001101
0.0930931766,-0.5770320313,-0.0255254463,1.4102386495,-0.1245515736,0.6314161006,0.2000000000,1100010111110000000001000000000001101
0.0889327504,-1.1992749444,-0.0635339322,3.0680369132,-0.2241438843,0.6953424591,0.3000000000,1100010111110000000001000000000001101
0.1103363630,-1.9367509134,-0.0700459772,4.9247788995,-0.4932766809,0.9468418442,0.4000000000,1100010111110000000001000000000001101
0.0878805629,-0.0624295307,-0.0077769985,0.3847137987,-0.1752402112,0.2663531587,0.1000000000,0101001110001001000010100001000001001
0.3609712940,-0.2102749814,0.0095182265,1.2331388388,-0.0278983357,0.2545857296,0.2000000000,0101001110001001000010100001000001001
0.6855839701,-0.5626060628,-0.0342983240,2.3849050548,-0.2880417741,0.5390859377,0.3000000000,0101001110001001000010100001000001001
1.1261860932,-1.1104520308,-0.1250113168,4.1555169820,-1.1004252187,0.2374230878,0.4000000000,0101001110001001000010100001000001001
0.1177698257,0.0518701013,-0.0200862007,0.3292622403,-0.1747764400,0.0176939245,0.1000000000,1000100010000101000111000001000101010
0.4092023436,0.2831979672,-0.0139874825,1.5536968493,-0.1785940846,-0.3515777733,0.2000000000,1000100010000101000111000001000101010
0.8876858256,0.6396781348,-0.0386156981,3.3454336768,-0.2128387119,-0.0896954740,0.3000000000,1000100010000101000111000001000101010
1.5093230585,1.0919490106,-0.0556755968,5.6093333944,-0.4173084069,-0.7085424440,0.4000000000,1000100010000101000111000001000101010
0.0099595432,0.1494082188,-0.0149607141,0.3778276338,-0.1845403158,0.2562089041,0.1000000000,1011000000000001000000000111110100011
-0.0420539242,0.5358072724,0.0103985903,1.6845031845,-0.0504925815,0.6566583713,0.2000000000,1011000000000001000000000111110100011
-0.0290047483,0.9757682658,0.0180317594,2.8694888605,-0.2196883381,-0.1015064809,0.3000000000,1011000000000001000000000111110100011
-0.0211260718,1.5797038041,0.0243275780,4.0034131107,-0.6124250812,0.0380786896,0.4000000000,1011000000000001000000000111110100011
-0.1105432973,0.0803028568,-0.0197325173,0.4569689282,-0.2112708546,0.1937502811,0.1000000000,1001000001000010100001001000111001010
-0.4744686785,0.2481462651,-0.0062465497,1.5661016190,0.1458554962,-0.3656092580,0.2000000000,1001000001000010100001001000111001010
-1.0658888243,0.5317299973,-0.0033082518,3.3265760691,0.0928710807,0.5923503052,0.3000000000,1001000001000010100001001000111001010
-1.8295561446,0.9596257382,-0.0436763312,5.8739892105,0.0892677771,0.9577104435,0.4000000000,1001000001000010100001001000111001010
-0.0797516627,-0.1086877161,-0.0138763983,0.5503948362,0.0502905548,0.2209437650,0.1000000000,0101010001000001110001010000100010001
-0.3523488804,-0.2983925508,0.0206891764,1.4789055887,-0.0131383960,0.1906926312,0.2000000000,0101010001000001110001010000100010001
-0.7028399351,-0.6049580643,0.0118618076,2.8021230131,0.1260236360,0.7357796264,0.3000000000,0101010001000001110001010000100010001
-1.2195068391,-1.0271818433,0.0471934393,4.8191257916,0.1705576567,0.2152988090,0.4000000000,0101010001000001110001010000100010001
